areaCode,areaNm,daywkDivCd,daywkDivNm,touDivCd,touDivNm,touNum,baseYmd
11,서울특별시,3,수요일,1,현지인(a),3895174.5,20200101
42,강원도,3,수요일,2,외지인(b),576541.0,20200101
42,강원도,3,수요일,3,외국인(c),3254.4687788207834,20200101
43,충청북도,3,수요일,1,현지인(a),643461.0,20200101
43,충청북도,3,수요일,2,외지인(b),241164.0,20200101
43,충청북도,3,수요일,3,외국인(c),576.4843576746404,20200101
44,충청남도,3,수요일,1,현지인(a),853174.0,20200101
44,충청남도,3,수요일,2,외지인(b),432113.5,20200101
44,충청남도,3,수요일,3,외국인(c),1424.7232338348933,20200101
45,전라북도,3,수요일,1,현지인(a),789176.5,20200101
45,전라북도,3,수요일,3,외국인(c),785.6099436014498,20200101
42,강원도,3,수요일,1,현지인(a),742945.0,20200101
46,전라남도,3,수요일,1,현지인(a),708624.0,20200101
46,전라남도,3,수요일,3,외국인(c),1504.1925558647442,20200101
47,경상북도,3,수요일,1,현지인(a),1138690.0,20200101
47,경상북도,3,수요일,2,외지인(b),594450.5,20200101
47,경상북도,3,수요일,3,외국인(c),1246.64100862641,20200101
48,경상남도,3,수요일,1,현지인(a),1323756.0,20200101
48,경상남도,3,수요일,2,외지인(b),438462.5,20200101
48,경상남도,3,수요일,3,외국인(c),1759.1717299521167,20200101
50,제주특별자치도,3,수요일,1,현지인(a),415082.5,20200101
50,제주특별자치도,3,수요일,2,외지인(b),145505.5,20200101
50,제주특별자치도,3,수요일,3,외국인(c),5578.5145742767345,20200101
46,전라남도,3,수요일,2,외지인(b),358925.0,20200101
41,경기도,3,수요일,3,외국인(c),12475.95575836508,20200101
45,전라북도,3,수요일,2,외지인(b),230989.5,20200101
41,경기도,3,수요일,1,현지인(a),5129180.0,20200101
41,경기도,3,수요일,2,외지인(b),1591572.5,20200101
11,서울특별시,3,수요일,3,외국인(c),48461.60553021348,20200101
26,부산광역시,3,수요일,1,현지인(a),1214132.5,20200101
26,부산광역시,3,수요일,2,외지인(b),456970.5,20200101
26,부산광역시,3,수요일,3,외국인(c),7198.628345596463,20200101
27,대구광역시,3,수요일,1,현지인(a),1059138.5,20200101
27,대구광역시,3,수요일,2,외지인(b),267158.5,20200101
27,대구광역시,3,수요일,3,외국인(c),1046.8613876825912,20200101
28,인천광역시,3,수요일,1,현지인(a),1082735.5,20200101
28,인천광역시,3,수요일,2,외지인(b),516565.0,20200101
28,인천광역시,3,수요일,3,외국인(c),16652.025532524145,20200101
29,광주광역시,3,수요일,1,현지인(a),638312.5,20200101
11,서울특별시,3,수요일,2,외지인(b),1290688.0,20200101
29,광주광역시,3,수요일,3,외국인(c),379.4993536121673,20200101
30,대전광역시,3,수요일,1,현지인(a),636937.0,20200101
30,대전광역시,3,수요일,2,외지인(b),202741.0,20200101
30,대전광역시,3,수요일,3,외국인(c),621.4980646984035,20200101
31,울산광역시,3,수요일,1,현지인(a),423685.5,20200101
31,울산광역시,3,수요일,2,외지인(b),151872.0,20200101
31,울산광역시,3,수요일,3,외국인(c),808.5218968044561,20200101
36,세종특별자치시,3,수요일,1,현지인(a),111853.0,20200101
36,세종특별자치시,3,수요일,2,외지인(b),58418.5,20200101
36,세종특별자치시,3,수요일,3,외국인(c),145.33607402511583,20200101
29,광주광역시,3,수요일,2,외지인(b),149905.0,20200101
42,강원도,4,목요일,1,현지인(a),836451.0,20200102
45,전라북도,4,목요일,1,현지인(a),867730.5,20200102
44,충청남도,4,목요일,3,외국인(c),1320.8387728345424,20200102
44,충청남도,4,목요일,2,외지인(b),271155.5,20200102
44,충청남도,4,목요일,1,현지인(a),966217.0,20200102
42,강원도,4,목요일,2,외지인(b),319508.0,20200102
43,충청북도,4,목요일,2,외지인(b),179837.0,20200102
43,충청북도,4,목요일,1,현지인(a),730299.5,20200102
42,강원도,4,목요일,3,외국인(c),3689.143073913044,20200102
45,전라북도,4,목요일,2,외지인(b),165102.0,20200102
43,충청북도,4,목요일,3,외국인(c),597.8447263507603,20200102
45,전라북도,4,목요일,3,외국인(c),751.7969583273665,20200102
47,경상북도,4,목요일,3,외국인(c),1224.9583670325421,20200102
46,전라남도,4,목요일,2,외지인(b),219436.0,20200102
46,전라남도,4,목요일,3,외국인(c),1545.0777001291149,20200102
47,경상북도,4,목요일,1,현지인(a),1272596.5,20200102
47,경상북도,4,목요일,2,외지인(b),334407.5,20200102
48,경상남도,4,목요일,1,현지인(a),1458975.0,20200102
48,경상남도,4,목요일,2,외지인(b),307233.5,20200102
48,경상남도,4,목요일,3,외국인(c),1833.4498144876343,20200102
50,제주특별자치도,4,목요일,1,현지인(a),439208.0,20200102
50,제주특별자치도,4,목요일,2,외지인(b),146048.0,20200102
50,제주특별자치도,4,목요일,3,외국인(c),5602.140258019284,20200102
46,전라남도,4,목요일,1,현지인(a),795959.5,20200102
41,경기도,4,목요일,3,외국인(c),12044.958105267542,20200102
29,광주광역시,4,목요일,1,현지인(a),703902.5,20200102
41,경기도,4,목요일,1,현지인(a),5670367.5,20200102
41,경기도,4,목요일,2,외지인(b),1162444.5,20200102
11,서울특별시,4,목요일,2,외지인(b),1285672.5,20200102
11,서울특별시,4,목요일,3,외국인(c),45214.488906258244,20200102
26,부산광역시,4,목요일,1,현지인(a),1337798.0,20200102
26,부산광역시,4,목요일,2,외지인(b),336066.5,20200102
26,부산광역시,4,목요일,3,외국인(c),7112.074918010617,20200102
27,대구광역시,4,목요일,1,현지인(a),1150873.5,20200102
27,대구광역시,4,목요일,2,외지인(b),225123.5,20200102
27,대구광역시,4,목요일,3,외국인(c),1081.2912310465488,20200102
28,인천광역시,4,목요일,1,현지인(a),1171579.5,20200102
28,인천광역시,4,목요일,2,외지인(b),342419.0,20200102
28,인천광역시,4,목요일,3,외국인(c),16278.090132328249,20200102
11,서울특별시,4,목요일,1,현지인(a),4622485.0,20200102
29,광주광역시,4,목요일,2,외지인(b),133409.5,20200102
36,세종특별자치시,4,목요일,2,외지인(b),49829.5,20200102
36,세종특별자치시,4,목요일,1,현지인(a),128695.0,20200102
31,울산광역시,4,목요일,3,외국인(c),887.229241516966,20200102
31,울산광역시,4,목요일,2,외지인(b),107257.5,20200102
36,세종특별자치시,4,목요일,3,외국인(c),141.18385416666663,20200102
30,대전광역시,4,목요일,3,외국인(c),592.7368557919627,20200102
30,대전광역시,4,목요일,2,외지인(b),163649.5,20200102
30,대전광역시,4,목요일,1,현지인(a),714679.0,20200102
29,광주광역시,4,목요일,3,외국인(c),400.64928003972216,20200102
31,울산광역시,4,목요일,1,현지인(a),472997.0,20200102
45,전라북도,5,금요일,2,외지인(b),186025.0,20200103
42,강원도,5,금요일,2,외지인(b),348852.0,20200103
42,강원도,5,금요일,3,외국인(c),3407.8720158171454,20200103
43,충청북도,5,금요일,1,현지인(a),749346.5,20200103
43,충청북도,5,금요일,2,외지인(b),207140.5,20200103
43,충청북도,5,금요일,3,외국인(c),572.954031627907,20200103
44,충청남도,5,금요일,1,현지인(a),982355.5,20200103
44,충청남도,5,금요일,2,외지인(b),301826.0,20200103
44,충청남도,5,금요일,3,외국인(c),1336.017678389163,20200103
45,전라북도,5,금요일,1,현지인(a),875416.5,20200103
45,전라북도,5,금요일,3,외국인(c),753.0229464159485,20200103
47,경상북도,5,금요일,3,외국인(c),1235.5837112781946,20200103
46,전라남도,5,금요일,2,외지인(b),238049.0,20200103
46,전라남도,5,금요일,3,외국인(c),1458.482860084145,20200103
47,경상북도,5,금요일,1,현지인(a),1291979.5,20200103
47,경상북도,5,금요일,2,외지인(b),364157.5,20200103
42,강원도,5,금요일,1,현지인(a),850591.0,20200103
48,경상남도,5,금요일,1,현지인(a),1485253.0,20200103
48,경상남도,5,금요일,2,외지인(b),336178.5,20200103
48,경상남도,5,금요일,3,외국인(c),1714.5272822062727,20200103
50,제주특별자치도,5,금요일,1,현지인(a),445900.0,20200103
50,제주특별자치도,5,금요일,2,외지인(b),145733.0,20200103
50,제주특별자치도,5,금요일,3,외국인(c),5382.2367988848055,20200103
46,전라남도,5,금요일,1,현지인(a),802210.5,20200103
41,경기도,5,금요일,3,외국인(c),11660.290788496157,20200103
29,광주광역시,5,금요일,1,현지인(a),715781.5,20200103
41,경기도,5,금요일,1,현지인(a),5838353.5,20200103
11,서울특별시,5,금요일,2,외지인(b),1476170.5,20200103
11,서울특별시,5,금요일,3,외국인(c),42370.82221321602,20200103
26,부산광역시,5,금요일,1,현지인(a),1352935.5,20200103
26,부산광역시,5,금요일,2,외지인(b),353717.0,20200103
26,부산광역시,5,금요일,3,외국인(c),6672.3277258540265,20200103
27,대구광역시,5,금요일,1,현지인(a),1174855.5,20200103
27,대구광역시,5,금요일,2,외지인(b),252640.5,20200103
27,대구광역시,5,금요일,3,외국인(c),1078.083212516884,20200103
28,인천광역시,5,금요일,1,현지인(a),1198750.0,20200103
28,인천광역시,5,금요일,2,외지인(b),381293.5,20200103
28,인천광역시,5,금요일,3,외국인(c),15734.422646027122,20200103
11,서울특별시,5,금요일,1,현지인(a),4714307.5,20200103
29,광주광역시,5,금요일,2,외지인(b),148795.5,20200103
36,세종특별자치시,5,금요일,3,외국인(c),109.69121405750796,20200103
36,세종특별자치시,5,금요일,2,외지인(b),54348.0,20200103
36,세종특별자치시,5,금요일,1,현지인(a),131981.5,20200103
31,울산광역시,5,금요일,3,외국인(c),828.6999405911174,20200103
31,울산광역시,5,금요일,2,외지인(b),114208.5,20200103
41,경기도,5,금요일,2,외지인(b),1320284.0,20200103
30,대전광역시,5,금요일,3,외국인(c),559.6084951456309,20200103
30,대전광역시,5,금요일,2,외지인(b),185493.0,20200103
30,대전광역시,5,금요일,1,현지인(a),728672.0,20200103
29,광주광역시,5,금요일,3,외국인(c),419.88404316925545,20200103
31,울산광역시,5,금요일,1,현지인(a),481862.5,20200103
42,강원도,6,토요일,1,현지인(a),767893.0,20200104
42,강원도,6,토요일,2,외지인(b),509442.5,20200104
42,강원도,6,토요일,3,외국인(c),2544.9513062022415,20200104
43,충청북도,6,토요일,1,현지인(a),681663.5,20200104
43,충청북도,6,토요일,2,외지인(b),284200.0,20200104
43,충청북도,6,토요일,3,외국인(c),550.4090211345939,20200104
44,충청남도,6,토요일,1,현지인(a),886539.5,20200104
44,충청남도,6,토요일,2,외지인(b),433436.5,20200104
44,충청남도,6,토요일,3,외국인(c),1243.3419116541343,20200104
45,전라북도,6,토요일,1,현지인(a),815892.0,20200104
45,전라북도,6,토요일,2,외지인(b),261908.5,20200104
46,전라남도,6,토요일,2,외지인(b),316760.5,20200104
46,전라남도,6,토요일,1,현지인(a),733880.0,20200104
46,전라남도,6,토요일,3,외국인(c),1366.9087952646244,20200104
47,경상북도,6,토요일,1,현지인(a),1189156.5,20200104
50,제주특별자치도,6,토요일,3,외국인(c),5181.038857336805,20200104
47,경상북도,6,토요일,3,외국인(c),1111.5247847305066,20200104
48,경상남도,6,토요일,1,현지인(a),1400087.5,20200104
48,경상남도,6,토요일,2,외지인(b),436096.5,20200104
48,경상남도,6,토요일,3,외국인(c),1547.8211876714538,20200104
50,제주특별자치도,6,토요일,1,현지인(a),436264.5,20200104
50,제주특별자치도,6,토요일,2,외지인(b),147773.5,20200104
41,경기도,6,토요일,3,외국인(c),9823.049637883018,20200104
45,전라북도,6,토요일,3,외국인(c),643.2293692713997,20200104
47,경상북도,6,토요일,2,외지인(b),497210.0,20200104
41,경기도,6,토요일,2,외지인(b),1728517.0,20200104
36,세종특별자치시,6,토요일,3,외국인(c),101.69260131950993,20200104
41,경기도,6,토요일,1,현지인(a),5413495.5,20200104
11,서울특별시,6,토요일,1,현지인(a),4186185.5,20200104
11,서울특별시,6,토요일,2,외지인(b),1799199.5,20200104
11,서울특별시,6,토요일,3,외국인(c),39541.80255006672,20200104
26,부산광역시,6,토요일,1,현지인(a),1284388.0,20200104
26,부산광역시,6,토요일,2,외지인(b),461860.0,20200104
26,부산광역시,6,토요일,3,외국인(c),5986.902274635568,20200104
27,대구광역시,6,토요일,2,외지인(b),334694.5,20200104
27,대구광역시,6,토요일,3,외국인(c),1006.8594107923017,20200104
28,인천광역시,6,토요일,1,현지인(a),1130419.5,20200104
28,인천광역시,6,토요일,2,외지인(b),512001.0,20200104
27,대구광역시,6,토요일,1,현지인(a),1119972.0,20200104
29,광주광역시,6,토요일,1,현지인(a),673162.0,20200104
28,인천광역시,6,토요일,3,외국인(c),16233.94027387432,20200104
36,세종특별자치시,6,토요일,1,현지인(a),117201.0,20200104
31,울산광역시,6,토요일,3,외국인(c),805.2582245199416,20200104
31,울산광역시,6,토요일,2,외지인(b),138400.5,20200104
31,울산광역시,6,토요일,1,현지인(a),451528.0,20200104
36,세종특별자치시,6,토요일,2,외지인(b),71396.5,20200104
30,대전광역시,6,토요일,2,외지인(b),256854.5,20200104
30,대전광역시,6,토요일,1,현지인(a),667726.5,20200104
29,광주광역시,6,토요일,3,외국인(c),386.99126560726444,20200104
29,광주광역시,6,토요일,2,외지인(b),193095.0,20200104
30,대전광역시,6,토요일,3,외국인(c),533.3422300825331,20200104
45,전라북도,7,일요일,1,현지인(a),812707.0,20200105
42,강원도,7,일요일,1,현지인(a),756395.5,20200105
42,강원도,7,일요일,2,외지인(b),464681.0,20200105
42,강원도,7,일요일,3,외국인(c),2280.0560154882137,20200105
43,충청북도,7,일요일,1,현지인(a),661304.0,20200105
43,충청북도,7,일요일,2,외지인(b),260393.0,20200105
43,충청북도,7,일요일,3,외국인(c),459.1736516977001,20200105
44,충청남도,7,일요일,1,현지인(a),874769.0,20200105
44,충청남도,7,일요일,2,외지인(b),386708.0,20200105
44,충청남도,7,일요일,3,외국인(c),1109.193200262393,20200105
45,전라북도,7,일요일,3,외국인(c),625.5814444960522,20200105
41,경기도,7,일요일,3,외국인(c),9132.847840675853,20200105
46,전라남도,7,일요일,2,외지인(b),297374.0,20200105
46,전라남도,7,일요일,3,외국인(c),1248.7983772467317,20200105
47,경상북도,7,일요일,1,현지인(a),1156813.0,20200105
47,경상북도,7,일요일,2,외지인(b),476192.5,20200105
47,경상북도,7,일요일,3,외국인(c),949.7737971439034,20200105
48,경상남도,7,일요일,1,현지인(a),1349267.5,20200105
48,경상남도,7,일요일,2,외지인(b),415982.0,20200105
48,경상남도,7,일요일,3,외국인(c),1493.9379063337803,20200105
50,제주특별자치도,7,일요일,1,현지인(a),426597.5,20200105
50,제주특별자치도,7,일요일,2,외지인(b),142499.0,20200105
50,제주특별자치도,7,일요일,3,외국인(c),4768.917518353246,20200105
46,전라남도,7,일요일,1,현지인(a),723957.5,20200105
41,경기도,7,일요일,2,외지인(b),1548099.0,20200105
45,전라북도,7,일요일,2,외지인(b),243131.0,20200105
36,세종특별자치시,7,일요일,3,외국인(c),89.16883435582822,20200105
11,서울특별시,7,일요일,2,외지인(b),1437943.5,20200105
11,서울특별시,7,일요일,3,외국인(c),35090.830974118755,20200105
26,부산광역시,7,일요일,1,현지인(a),1245930.0,20200105
26,부산광역시,7,일요일,2,외지인(b),419041.0,20200105
26,부산광역시,7,일요일,3,외국인(c),4965.573622659175,20200105
27,대구광역시,7,일요일,1,현지인(a),1070751.5,20200105
27,대구광역시,7,일요일,2,외지인(b),291259.5,20200105
27,대구광역시,7,일요일,3,외국인(c),862.6167321899737,20200105
28,인천광역시,7,일요일,1,현지인(a),1101264.5,20200105
28,인천광역시,7,일요일,2,외지인(b),466553.5,20200105
28,인천광역시,7,일요일,3,외국인(c),14953.141471540976,20200105
11,서울특별시,7,일요일,1,현지인(a),4072911.5,20200105
41,경기도,7,일요일,1,현지인(a),5274531.5,20200105
29,광주광역시,7,일요일,2,외지인(b),159904.5,20200105
29,광주광역시,7,일요일,3,외국인(c),306.8434858096827,20200105
30,대전광역시,7,일요일,1,현지인(a),653653.0,20200105
30,대전광역시,7,일요일,2,외지인(b),214098.5,20200105
30,대전광역시,7,일요일,3,외국인(c),524.48,20200105
31,울산광역시,7,일요일,1,현지인(a),442753.5,20200105
31,울산광역시,7,일요일,2,외지인(b),130830.0,20200105
31,울산광역시,7,일요일,3,외국인(c),791.4223207971717,20200105
36,세종특별자치시,7,일요일,1,현지인(a),115507.0,20200105
36,세종특별자치시,7,일요일,2,외지인(b),61001.5,20200105
29,광주광역시,7,일요일,1,현지인(a),654913.0,20200105
45,전라북도,1,월요일,1,현지인(a),864041.5,20200106
44,충청남도,1,월요일,3,외국인(c),1137.816208198491,20200106
44,충청남도,1,월요일,2,외지인(b),254264.5,20200106
44,충청남도,1,월요일,1,현지인(a),966654.5,20200106
42,강원도,1,월요일,2,외지인(b),263434.5,20200106
43,충청북도,1,월요일,2,외지인(b),174975.5,20200106
43,충청북도,1,월요일,1,현지인(a),732704.0,20200106
42,강원도,1,월요일,3,외국인(c),2690.994702636421,20200106
45,전라북도,1,월요일,2,외지인(b),148211.0,20200106
43,충청북도,1,월요일,3,외국인(c),483.07713809206155,20200106
45,전라북도,1,월요일,3,외국인(c),608.4851738721801,20200106
47,경상북도,1,월요일,3,외국인(c),912.2900438321857,20200106
46,전라남도,1,월요일,2,외지인(b),185475.5,20200106
46,전라남도,1,월요일,3,외국인(c),1343.1439809606218,20200106
47,경상북도,1,월요일,1,현지인(a),1275186.5,20200106
47,경상북도,1,월요일,2,외지인(b),279307.0,20200106
48,경상남도,1,월요일,1,현지인(a),1456913.5,20200106
48,경상남도,1,월요일,2,외지인(b),276920.0,20200106
48,경상남도,1,월요일,3,외국인(c),1543.5182511874173,20200106
50,제주특별자치도,1,월요일,1,현지인(a),442323.0,20200106
50,제주특별자치도,1,월요일,2,외지인(b),139933.5,20200106
50,제주특별자치도,1,월요일,3,외국인(c),4537.971568018212,20200106
42,강원도,1,월요일,1,현지인(a),831351.5,20200106
46,전라남도,1,월요일,1,현지인(a),788938.5,20200106
41,경기도,1,월요일,3,외국인(c),9726.07464948748,20200106
41,경기도,1,월요일,2,외지인(b),1174386.5,20200106
41,경기도,1,월요일,1,현지인(a),5669293.0,20200106
11,서울특별시,1,월요일,2,외지인(b),1352172.5,20200106
11,서울특별시,1,월요일,3,외국인(c),32022.188273035386,20200106
26,부산광역시,1,월요일,1,현지인(a),1322412.0,20200106
26,부산광역시,1,월요일,2,외지인(b),299309.5,20200106
26,부산광역시,1,월요일,3,외국인(c),4059.259562267632,20200106
27,대구광역시,1,월요일,1,현지인(a),1140786.5,20200106
27,대구광역시,1,월요일,2,외지인(b),212520.0,20200106
27,대구광역시,1,월요일,3,외국인(c),815.249649030906,20200106
28,인천광역시,1,월요일,1,현지인(a),1167670.0,20200106
28,인천광역시,1,월요일,2,외지인(b),354105.5,20200106
28,인천광역시,1,월요일,3,외국인(c),12031.504175296031,20200106
11,서울특별시,1,월요일,1,현지인(a),4631749.5,20200106
29,광주광역시,1,월요일,2,외지인(b),131103.0,20200106
29,광주광역시,1,월요일,3,외국인(c),357.2762042738138,20200106
30,대전광역시,1,월요일,1,현지인(a),709131.5,20200106
30,대전광역시,1,월요일,2,외지인(b),165259.5,20200106
30,대전광역시,1,월요일,3,외국인(c),542.8183948310758,20200106
31,울산광역시,1,월요일,1,현지인(a),484312.5,20200106
31,울산광역시,1,월요일,2,외지인(b),99211.0,20200106
31,울산광역시,1,월요일,3,외국인(c),919.6449242314922,20200106
36,세종특별자치시,1,월요일,1,현지인(a),127270.5,20200106
36,세종특별자치시,1,월요일,2,외지인(b),48783.0,20200106
36,세종특별자치시,1,월요일,3,외국인(c),88.03962616822432,20200106
29,광주광역시,1,월요일,1,현지인(a),699632.5,20200106
44,충청남도,2,화요일,3,외국인(c),1354.710153640614,20200107
44,충청남도,2,화요일,2,외지인(b),254387.0,20200107
44,충청남도,2,화요일,1,현지인(a),959801.5,20200107
43,충청북도,2,화요일,3,외국인(c),608.589967420468,20200107
42,강원도,2,화요일,1,현지인(a),861889.0,20200107
43,충청북도,2,화요일,1,현지인(a),728346.5,20200107
42,강원도,2,화요일,3,외국인(c),2295.147298614375,20200107
42,강원도,2,화요일,2,외지인(b),284949.0,20200107
45,전라북도,2,화요일,1,현지인(a),858413.5,20200107
43,충청북도,2,화요일,2,외지인(b),178748.5,20200107
45,전라북도,2,화요일,2,외지인(b),147672.0,20200107
47,경상북도,2,화요일,2,외지인(b),280745.5,20200107
46,전라남도,2,화요일,1,현지인(a),789008.5,20200107
46,전라남도,2,화요일,2,외지인(b),187138.0,20200107
46,전라남도,2,화요일,3,외국인(c),1386.4632556390966,20200107
47,경상북도,2,화요일,1,현지인(a),1268218.0,20200107
47,경상북도,2,화요일,3,외국인(c),1046.0851680185408,20200107
48,경상남도,2,화요일,1,현지인(a),1454229.0,20200107
48,경상남도,2,화요일,2,외지인(b),276787.0,20200107
48,경상남도,2,화요일,3,외국인(c),1492.7824756888183,20200107
50,제주특별자치도,2,화요일,1,현지인(a),437073.0,20200107
50,제주특별자치도,2,화요일,2,외지인(b),138561.5,20200107
41,경기도,2,화요일,3,외국인(c),9506.680422851401,20200107
45,전라북도,2,화요일,3,외국인(c),583.7798542920492,20200107
41,경기도,2,화요일,2,외지인(b),1179531.5,20200107
50,제주특별자치도,2,화요일,3,외국인(c),5247.67102226958,20200107
36,세종특별자치시,2,화요일,3,외국인(c),98.12641083521446,20200107
11,서울특별시,2,화요일,1,현지인(a),4582427.5,20200107
11,서울특별시,2,화요일,2,외지인(b),1364184.5,20200107
11,서울특별시,2,화요일,3,외국인(c),30596.002818279067,20200107
26,부산광역시,2,화요일,1,현지인(a),1317288.0,20200107
26,부산광역시,2,화요일,2,외지인(b),303348.5,20200107
26,부산광역시,2,화요일,3,외국인(c),3554.163976945241,20200107
27,대구광역시,2,화요일,1,현지인(a),1149403.5,20200107
27,대구광역시,2,화요일,2,외지인(b),215173.0,20200107
27,대구광역시,2,화요일,3,외국인(c),811.8648628028377,20200107
28,인천광역시,2,화요일,1,현지인(a),1154128.5,20200107
28,인천광역시,2,화요일,2,외지인(b),340886.0,20200107
41,경기도,2,화요일,1,현지인(a),5656269.5,20200107
29,광주광역시,2,화요일,1,현지인(a),697501.0,20200107
29,광주광역시,2,화요일,2,외지인(b),131316.5,20200107
29,광주광역시,2,화요일,3,외국인(c),341.12009983361077,20200107
30,대전광역시,2,화요일,1,현지인(a),709586.5,20200107
30,대전광역시,2,화요일,2,외지인(b),170614.5,20200107
30,대전광역시,2,화요일,3,외국인(c),553.4159486490519,20200107
31,울산광역시,2,화요일,1,현지인(a),489135.5,20200107
31,울산광역시,2,화요일,2,외지인(b),101118.5,20200107
31,울산광역시,2,화요일,3,외국인(c),1070.610350974161,20200107
36,세종특별자치시,2,화요일,1,현지인(a),127820.0,20200107
36,세종특별자치시,2,화요일,2,외지인(b),48475.0,20200107
28,인천광역시,2,화요일,3,외국인(c),13000.164674071908,20200107
44,충청남도,3,수요일,3,외국인(c),1221.0378200445427,20200108
44,충청남도,3,수요일,2,외지인(b),258597.5,20200108
44,충청남도,3,수요일,1,현지인(a),973899.5,20200108
43,충청북도,3,수요일,3,외국인(c),608.8849815784374,20200108
42,강원도,3,수요일,1,현지인(a),878356.5,20200108
43,충청북도,3,수요일,1,현지인(a),740208.0,20200108
42,강원도,3,수요일,3,외국인(c),2270.3756866907247,20200108
42,강원도,3,수요일,2,외지인(b),285005.0,20200108
45,전라북도,3,수요일,1,현지인(a),868315.0,20200108
43,충청북도,3,수요일,2,외지인(b),187201.0,20200108
45,전라북도,3,수요일,2,외지인(b),150143.0,20200108
47,경상북도,3,수요일,2,외지인(b),297227.0,20200108
46,전라남도,3,수요일,1,현지인(a),795753.0,20200108
46,전라남도,3,수요일,2,외지인(b),196749.0,20200108
46,전라남도,3,수요일,3,외국인(c),1743.3104990151014,20200108
47,경상북도,3,수요일,1,현지인(a),1297306.5,20200108
47,경상북도,3,수요일,3,외국인(c),1021.5434372068786,20200108
48,경상남도,3,수요일,1,현지인(a),1499060.5,20200108
48,경상남도,3,수요일,2,외지인(b),294577.5,20200108
48,경상남도,3,수요일,3,외국인(c),1496.202375251106,20200108
50,제주특별자치도,3,수요일,1,현지인(a),437262.0,20200108
50,제주특별자치도,3,수요일,2,외지인(b),144865.0,20200108
41,경기도,3,수요일,3,외국인(c),11488.509562242132,20200108
45,전라북도,3,수요일,3,외국인(c),590.5998659645761,20200108
41,경기도,3,수요일,2,외지인(b),1252916.0,20200108
50,제주특별자치도,3,수요일,3,외국인(c),5097.884984821727,20200108
36,세종특별자치시,3,수요일,3,외국인(c),91.18117647058826,20200108
11,서울특별시,3,수요일,1,현지인(a),4741898.0,20200108
11,서울특별시,3,수요일,2,외지인(b),1453994.5,20200108
11,서울특별시,3,수요일,3,외국인(c),29549.746405334674,20200108
26,부산광역시,3,수요일,1,현지인(a),1350926.5,20200108
26,부산광역시,3,수요일,2,외지인(b),318969.0,20200108
26,부산광역시,3,수요일,3,외국인(c),3467.6016862887145,20200108
27,대구광역시,3,수요일,1,현지인(a),1171537.5,20200108
27,대구광역시,3,수요일,2,외지인(b),224318.5,20200108
27,대구광역시,3,수요일,3,외국인(c),796.0037775168774,20200108
28,인천광역시,3,수요일,1,현지인(a),1196741.0,20200108
28,인천광역시,3,수요일,2,외지인(b),364052.5,20200108
41,경기도,3,수요일,1,현지인(a),5822316.5,20200108
29,광주광역시,3,수요일,1,현지인(a),708589.0,20200108
29,광주광역시,3,수요일,2,외지인(b),136552.5,20200108
29,광주광역시,3,수요일,3,외국인(c),337.2801444043321,20200108
30,대전광역시,3,수요일,1,현지인(a),723345.0,20200108
30,대전광역시,3,수요일,2,외지인(b),174926.5,20200108
30,대전광역시,3,수요일,3,외국인(c),543.535281456954,20200108
31,울산광역시,3,수요일,1,현지인(a),499103.5,20200108
31,울산광역시,3,수요일,2,외지인(b),106967.0,20200108
31,울산광역시,3,수요일,3,외국인(c),1041.8705474750773,20200108
36,세종특별자치시,3,수요일,1,현지인(a),129353.0,20200108
36,세종특별자치시,3,수요일,2,외지인(b),51814.0,20200108
28,인천광역시,3,수요일,3,외국인(c),12721.303620841272,20200108
44,충청남도,4,목요일,3,외국인(c),1341.4711800818568,20200109
44,충청남도,4,목요일,2,외지인(b),291018.0,20200109
44,충청남도,4,목요일,1,현지인(a),983780.0,20200109
43,충청북도,4,목요일,3,외국인(c),551.8871757575757,20200109
42,강원도,4,목요일,1,현지인(a),881527.5,20200109
43,충청북도,4,목요일,1,현지인(a),744292.5,20200109
42,강원도,4,목요일,3,외국인(c),2279.286358668653,20200109
42,강원도,4,목요일,2,외지인(b),313029.5,20200109
45,전라북도,4,목요일,1,현지인(a),882091.0,20200109
43,충청북도,4,목요일,2,외지인(b),201680.5,20200109
45,전라북도,4,목요일,2,외지인(b),167223.0,20200109
47,경상북도,4,목요일,2,외지인(b),325528.0,20200109
46,전라남도,4,목요일,1,현지인(a),807656.5,20200109
46,전라남도,4,목요일,2,외지인(b),219264.5,20200109
46,전라남도,4,목요일,3,외국인(c),1418.4237299035374,20200109
47,경상북도,4,목요일,1,현지인(a),1304369.5,20200109
47,경상북도,4,목요일,3,외국인(c),1074.4327307326364,20200109
48,경상남도,4,목요일,1,현지인(a),1497590.5,20200109
48,경상남도,4,목요일,2,외지인(b),317299.5,20200109
