areaCode,areaNm,daywkDivCd,daywkDivNm,touDivCd,touDivNm,touNum,baseYmd
11,서울특별시,5,금요일,1,현지인(a),3085239.5,20210101
42,강원도,5,금요일,2,외지인(b),357871.5,20210101
42,강원도,5,금요일,3,외국인(c),319.5537326203209,20210101
43,충청북도,5,금요일,1,현지인(a),537992.0,20210101
43,충청북도,5,금요일,2,외지인(b),206227.0,20210101
43,충청북도,5,금요일,3,외국인(c),291.35079872204454,20210101
44,충청남도,5,금요일,1,현지인(a),732970.0,20210101
44,충청남도,5,금요일,2,외지인(b),343612.5,20210101
44,충청남도,5,금요일,3,외국인(c),605.837399582076,20210101
45,전라북도,5,금요일,1,현지인(a),750312.5,20210101
45,전라북도,5,금요일,3,외국인(c),307.3900981461286,20210101
42,강원도,5,금요일,1,현지인(a),721560.0,20210101
46,전라남도,5,금요일,1,현지인(a),699979.0,20210101
46,전라남도,5,금요일,3,외국인(c),1098.2133410493818,20210101
47,경상북도,5,금요일,1,현지인(a),993408.5,20210101
47,경상북도,5,금요일,2,외지인(b),439197.5,20210101
47,경상북도,5,금요일,3,외국인(c),2682.3441951896402,20210101
48,경상남도,5,금요일,1,현지인(a),1202659.5,20210101
48,경상남도,5,금요일,2,외지인(b),379795.5,20210101
48,경상남도,5,금요일,3,외국인(c),1248.438574428659,20210101
50,제주특별자치도,5,금요일,1,현지인(a),414487.5,20210101
50,제주특별자치도,5,금요일,2,외지인(b),85340.5,20210101
50,제주특별자치도,5,금요일,3,외국인(c),776.8800642148282,20210101
46,전라남도,5,금요일,2,외지인(b),278281.5,20210101
41,경기도,5,금요일,3,외국인(c),2942.408273291925,20210101
45,전라북도,5,금요일,2,외지인(b),197561.0,20210101
41,경기도,5,금요일,1,현지인(a),4383109.5,20210101
41,경기도,5,금요일,2,외지인(b),1152392.5,20210101
11,서울특별시,5,금요일,3,외국인(c),2483.786416653669,20210101
26,부산광역시,5,금요일,1,현지인(a),1071402.5,20210101
26,부산광역시,5,금요일,2,외지인(b),286223.0,20210101
26,부산광역시,5,금요일,3,외국인(c),1153.0530939170794,20210101
27,대구광역시,5,금요일,1,현지인(a),920976.0,20210101
27,대구광역시,5,금요일,2,외지인(b),193816.0,20210101
27,대구광역시,5,금요일,3,외국인(c),166.0191214215203,20210101
28,인천광역시,5,금요일,1,현지인(a),922733.0,20210101
28,인천광역시,5,금요일,2,외지인(b),336315.0,20210101
28,인천광역시,5,금요일,3,외국인(c),1556.9821001657822,20210101
